Temperature,Humidity,Weather,Season,Crop,Yield,Precipitation
31.75889814997608,76.4995281212029,Cloudy,Winter,Corn,90.1044243289616,7.455064367977082
16.921968157879263,48.58148386307202,Cloudy,Winter,Wheat,82.87337063388284,98.68869366005173
34.52918930026792,66.05183031020647,Rainy,Winter,Corn,111.6879452552308,77.22447692966574
24.37302403295403,42.71689941696268,Cloudy,Spring,Rice,120.88264794873452,19.87156815341724
34.535221763806746,49.99982624,Sunny,Autumn,Wheat,122.14629005772932,0.5522117123602399
27.09691039490092,40.9260897230307,Sunny,Summer,Rice,123.60244858797056,81.54614284548342
29.785271587966037,79.68488516787103,Cloudy,Spring,Barley,80.2733741520266,70.68573438476172
15.783755845086414,51.196234403019005,Rainy,Winter,Wheat,78.10968188815652,72.90071680409874
20.65613925152819,57.267584034845136,Rainy,Winter,Rice,81.05692023217296,77.12703466859458
17.403931224263378,86.40406467327955,Cloudy,Winter,Corn,54.94763276269849,7.4044651734090365
20.922803950442898,75.22072009617665,Cloudy,Winter,Rice,68.55427347154696,35.84657285442726
17.37455437908488,41.59194647656539,Rainy,Spring,Soybean,93.12120856564856,11.586905952512971
21.35966358787952,48.23470782489564,Sunny,Autumn,Soybean,91.1696906433856,86.31034258755935
23.2852598902934,71.07392007498818,Cloudy,Summer,Corn,68.76136826569034,62.329812682755794
16.282949926975686,68.86142943020837,Sunny,Autumn,Rice,63.22847400709277,33.08980248526492
28.8494423874004,51.89464106872544,Cloudy,Autumn,Wheat,104.6656047594658,6.355835028602364
26.332029084131506,86.71069989623969,Sunny,Summer,Corn,68.11554165253025,31.09823217156622
20.30778981878891,70.6982977982948,Cloudy,Winter,Rice,72.2519802808976,32.518332202674706
25.464961069333995,66.78164015124791,Rainy,Winter,Barley,77.44687498360747,72.96061783380641
16.878810215168834,69.49549881772855,Cloudy,Spring,Soybean,71.37641989494198,63.75574713552131
26.518929911123585,76.50610147583848,Rainy,Spring,Corn,81.50074470922065,88.72127425763266
33.58592395152428,55.597249773980096,Sunny,Autumn,Rice,108.49204383721488,47.22149251619493
21.371379049026476,59.9110531108046,Rainy,Summer,Barley,83.85639378875052,11.959424593830171
28.34820759927364,50.492187448756106,Rainy,Summer,Soybean,103.80650012508998,71.3244787222995
17.635957248087845,49.309650294016805,Cloudy,Spring,Barley,93.52419523006674,76.07850486168974
29.32654408237131,87.21861949919668,Cloudy,Winter,Corn,64.70027331737394,56.127719756949624
20.788121858944024,76.97753975246438,Sunny,Spring,Rice,50.6950154339246,77.0967179954561
18.663827240142336,64.52294043087835,Rainy,Autumn,Barley,72.35734502962924,49.379559636439076
26.730258696201663,51.370731398666166,Sunny,Spring,Barley,104.88049379644968,52.27328293819941
15.402150923749872,52.71782408851965,Sunny,Winter,Barley,81.8651038677501,42.75410183585496
31.578800584347263,42.90145801619378,Sunny,Summer,Wheat,122.64721851617082,2.541912674409519
15.09390952385094,61.72083127790604,Cloudy,Autumn,Barley,68.19745857136647,10.789142699330444
